Year,Month,Day,Time,zones_ct5
2020,11,26,800,14
2020,11,26,803,19
2020,11,26,806,17
2020,11,26,809,20
2020,11,26,812,20
2020,11,26,815,25
2020,11,26,818,25
2020,11,26,821,26
2020,11,26,824,22
2020,11,26,827,26
2020,11,26,830,32
2020,11,26,833,35
2020,11,26,836,26
2020,11,26,839,23
2020,11,26,842,25
2020,11,26,845,30
2020,11,26,848,29
2020,11,26,851,40
2020,11,26,854,35
2020,11,26,857,45
2020,11,26,900,43
2020,11,26,903,41
2020,11,26,906,44
2020,11,26,909,41
2020,11,26,912,42
2020,11,26,915,37
2020,11,26,918,39
2020,11,26,921,31
2020,11,26,924,26
2020,11,26,927,27
2020,11,26,930,22
2020,11,26,933,20
2020,11,26,936,20
2020,11,26,939,17
2020,11,26,942,20
2020,11,26,945,22
2020,11,26,948,26
2020,11,26,951,25
2020,11,26,954,28
2020,11,26,957,24
2020,11,26,1000,23
2020,11,26,1003,21
2020,11,26,1006,26
2020,11,26,1009,30
2020,11,26,1012,30
2020,11,26,1015,31
2020,11,26,1018,36
2020,11,26,1021,36
2020,11,26,1024,42
2020,11,26,1027,39
2020,11,26,1030,36
2020,11,26,1033,37
2020,11,26,1036,33
2020,11,26,1039,34
2020,11,26,1042,33
2020,11,26,1045,29
2020,11,26,1048,36
2020,11,26,1051,35
2020,11,26,1054,30
2020,11,26,1057,31
2020,11,26,1100,31
2020,11,26,1103,31
2020,11,26,1106,33
2020,11,26,1109,34
2020,11,26,1112,42
2020,11,26,1115,41
2020,11,26,1118,40
2020,11,26,1121,38
2020,11,26,1124,40
2020,11,26,1127,43
2020,11,26,1130,47
2020,11,26,1133,58
2020,11,26,1136,56
2020,11,26,1139,56
2020,11,26,1142,58
2020,11,26,1145,56
2020,11,26,1148,58
2020,11,26,1151,65
2020,11,26,1154,68
2020,11,26,1157,63
2020,11,26,1200,65
2020,11,26,1203,75
2020,11,26,1206,74
2020,11,26,1209,87
2020,11,26,1212,84
2020,11,26,1215,92
2020,11,26,1218,87
2020,11,26,1221,100
2020,11,26,1224,82
2020,11,26,1227,84
2020,11,26,1230,91
2020,11,26,1233,92
2020,11,26,1236,85
2020,11,26,1239,97
2020,11,26,1242,96
2020,11,26,1245,95
2020,11,26,1248,110
2020,11,26,1251,116
2020,11,26,1254,112
2020,11,26,1257,104
2020,11,26,1300,110
2020,11,26,1303,107
2020,11,26,1306,93
2020,11,26,1309,97
2020,11,26,1312,84
2020,11,26,1315,101
2020,11,26,1318,92
2020,11,26,1321,105
2020,11,26,1324,94
2020,11,26,1327,90
2020,11,26,1330,94
2020,11,26,1333,92
2020,11,26,1336,76
2020,11,26,1339,82
2020,11,26,1342,78
2020,11,26,1345,82
2020,11,26,1348,75
2020,11,26,1351,73
2020,11,26,1354,70
2020,11,26,1357,73
2020,11,26,1400,64
2020,11,26,1403,63
2020,11,26,1406,73
2020,11,26,1409,69
2020,11,26,1412,73
2020,11,26,1415,72
2020,11,26,1418,74
2020,11,26,1421,81
2020,11,26,1424,79
2020,11,26,1427,74
2020,11,26,1430,65
2020,11,26,1433,71
2020,11,26,1436,65
2020,11,26,1439,60
2020,11,26,1442,63
2020,11,26,1445,54
2020,11,26,1448,55
2020,11,26,1451,57
2020,11,26,1454,50
2020,11,26,1457,54
2020,11,26,1500,55
2020,11,26,1503,53
2020,11,26,1506,52
2020,11,26,1509,48
2020,11,26,1512,47
2020,11,26,1515,47
2020,11,26,1518,51
2020,11,26,1521,52
2020,11,26,1524,46
2020,11,26,1527,42
2020,11,26,1530,47
2020,11,26,1533,43
2020,11,26,1536,45
2020,11,26,1539,41
2020,11,26,1542,45
2020,11,26,1545,50
2020,11,26,1548,52
2020,11,26,1551,53
2020,11,26,1554,53
2020,11,26,1557,54
2020,11,26,1600,55
2020,11,26,1603,50
2020,11,26,1606,53
2020,11,26,1609,55
2020,11,26,1612,53
2020,11,26,1615,51
2020,11,26,1618,49
2020,11,26,1621,56
2020,11,26,1624,53
2020,11,26,1627,48
2020,11,26,1630,45
2020,11,26,1633,50
2020,11,26,1636,51
2020,11,26,1639,56
2020,11,26,1642,54
2020,11,26,1645,51
2020,11,26,1648,52
2020,11,26,1651,50
2020,11,26,1654,55
2020,11,26,1657,59
2020,11,26,1700,54
2020,11,26,1703,55
2020,11,26,1706,60
2020,11,26,1709,59
2020,11,26,1712,59
2020,11,26,1715,54
2020,11,26,1718,65
2020,11,26,1721,67
2020,11,26,1724,64
2020,11,26,1727,71
2020,11,26,1730,65
2020,11,26,1733,82
2020,11,26,1736,84
2020,11,26,1739,82
2020,11,26,1742,85
2020,11,26,1745,101
2020,11,26,1748,96
2020,11,26,1751,104
2020,11,26,1754,112
2020,11,26,1757,119
2020,11,26,1800,116
2020,11,26,1803,121
2020,11,26,1806,114
2020,11,26,1809,123
2020,11,26,1812,95
2020,11,26,1815,100
2020,11,26,1818,118
2020,11,26,1821,111
2020,11,26,1824,104
2020,11,26,1827,113
2020,11,26,1830,108
2020,11,26,1833,105
2020,11,26,1836,99
2020,11,26,1839,92
2020,11,26,1842,89
2020,11,26,1845,98
2020,11,26,1848,109
2020,11,26,1851,96
2020,11,26,1854,89
2020,11,26,1857,101
2020,11,26,1900,92
2020,11,26,1903,84
2020,11,26,1906,88
2020,11,26,1909,91
2020,11,26,1912,79
2020,11,26,1915,77
2020,11,26,1918,68
2020,11,26,1921,76
2020,11,26,1924,96
2020,11,26,1927,90
2020,11,26,1930,91
2020,11,26,1933,83
2020,11,26,1936,80
2020,11,26,1939,70
2020,11,26,1942,65
2020,11,26,1945,64
2020,11,26,1948,58
2020,11,26,1951,56
2020,11,26,1954,62
2020,11,26,1957,71
2020,11,26,2000,68
2020,11,26,2003,57
2020,11,26,2006,56
2020,11,26,2009,57
2020,11,26,2012,51
2020,11,26,2015,52
2020,11,26,2018,50
2020,11,26,2021,45
2020,11,26,2024,44
2020,11,26,2027,41
2020,11,26,2030,44
2020,11,26,2033,40
2020,11,26,2036,49
2020,11,26,2039,46
2020,11,26,2042,54
2020,11,26,2045,55
2020,11,26,2048,51
2020,11,26,2051,52
2020,11,26,2054,55
2020,11,26,2057,53
2020,11,26,2100,52
2020,11,26,2103,53
2020,11,26,2106,56
2020,11,26,2109,49
2020,11,26,2112,52
2020,11,26,2115,52
2020,11,26,2118,58
2020,11,26,2121,51
2020,11,26,2124,43
2020,11,26,2127,47
2020,11,26,2130,47
2020,11,26,2133,48
2020,11,26,2136,49
2020,11,26,2139,49
2020,11,26,2142,50
2020,11,26,2145,51
2020,11,26,2148,42
2020,11,26,2151,40
2020,11,26,2154,44
2020,11,26,2157,44
2020,11,26,2200,40
2020,11,26,2203,37
2020,11,26,2206,38
2020,11,26,2209,45
2020,11,26,2212,46
2020,11,26,2215,47
2020,11,26,2218,52
2020,11,26,2221,47
2020,11,26,2224,50
2020,11,26,2227,49
2020,11,26,2230,53
2020,11,26,2233,53
2020,11,26,2236,50
2020,11,26,2239,47
2020,11,26,2242,43
2020,11,26,2245,45
2020,11,26,2248,42
2020,11,26,2251,42
2020,11,26,2254,39
2020,11,26,2257,44
2020,11,26,2300,34
2020,11,26,2303,32
2020,11,26,2306,35
2020,11,26,2309,34
2020,11,26,2312,28
2020,11,26,2315,32
2020,11,26,2318,31
2020,11,26,2321,30
2020,11,26,2324,29
2020,11,26,2327,27
2020,11,26,2330,26
2020,11,26,2333,26
2020,11,26,2336,24
2020,11,26,2339,28
2020,11,26,2342,25
2020,11,26,2345,17
2020,11,26,2348,19
2020,11,26,2351,20
2020,11,26,2354,20
2020,11,26,2357,24
2020,11,27,0,25
2020,11,27,3,19
2020,11,27,6,18
2020,11,27,9,16
2020,11,27,12,15
2020,11,27,15,12
2020,11,27,18,10
2020,11,27,21,10
2020,11,27,24,8
2020,11,27,27,8
2020,11,27,30,2
2020,11,27,33,2
2020,11,27,36,3
2020,11,27,39,3
2020,11,27,42,2
2020,11,27,45,1
2020,11,27,48,2
2020,11,27,51,2
2020,11,27,54,3
2020,11,27,57,4
2020,11,27,100,2
2020,11,27,103,2
2020,11,27,106,4
2020,11,27,109,4
2020,11,27,112,2
2020,11,27,115,2
2020,11,27,118,2
2020,11,27,121,1
2020,11,27,124,2
2020,11,27,127,3
2020,11,27,130,2
2020,11,27,133,2
2020,11,27,136,2
2020,11,27,139,3
2020,11,27,142,2
2020,11,27,145,3
2020,11,27,148,1
2020,11,27,151,1
2020,11,27,154,1
2020,11,27,157,1
2020,11,27,200,2
2020,11,27,203,3
2020,11,27,206,3
2020,11,27,209,3
2020,11,27,212,2
2020,11,27,215,2
2020,11,27,218,3
2020,11,27,221,1
2020,11,27,224,3
2020,11,27,227,2
2020,11,27,230,2
2020,11,27,233,1
2020,11,27,236,3
2020,11,27,239,5
2020,11,27,242,5
2020,11,27,245,4
2020,11,27,248,1
2020,11,27,251,2
2020,11,27,254,2
2020,11,27,257,2
2020,11,27,300,5
2020,11,27,303,2
2020,11,27,306,2
2020,11,27,309,2
2020,11,27,312,1
2020,11,27,315,3
2020,11,27,318,3
2020,11,27,321,4
2020,11,27,324,3
2020,11,27,327,4
2020,11,27,330,4
2020,11,27,333,5
2020,11,27,336,5
2020,11,27,339,4
2020,11,27,342,5
2020,11,27,345,3
2020,11,27,348,2
2020,11,27,351,2
2020,11,27,354,2
2020,11,27,357,2
2020,11,27,400,2
2020,11,27,403,2
2020,11,27,406,2
2020,11,27,409,1
2020,11,27,412,1
2020,11,27,415,1
2020,11,27,418,1
2020,11,27,421,1
2020,11,27,424,1
2020,11,27,427,1
2020,11,27,430,1
2020,11,27,433,3
2020,11,27,436,1
2020,11,27,439,3
2020,11,27,442,1
2020,11,27,445,1
2020,11,27,448,1
2020,11,27,451,1
2020,11,27,454,1
2020,11,27,457,1
2020,11,27,500,1
2020,11,27,503,1
2020,11,27,506,1
2020,11,27,509,1
2020,11,27,512,1
2020,11,27,515,1
2020,11,27,518,1
2020,11,27,521,1
2020,11,27,524,1
2020,11,27,527,1
2020,11,27,530,1
2020,11,27,533,1
2020,11,27,536,1
2020,11,27,539,1
2020,11,27,542,1
2020,11,27,545,1
2020,11,27,548,1
2020,11,27,551,1
2020,11,27,554,1
2020,11,27,557,1
2020,11,27,600,1
2020,11,27,603,1
2020,11,27,606,1
2020,11,27,609,1
2020,11,27,612,1
2020,11,27,615,1
2020,11,27,618,1
2020,11,27,621,1
2020,11,27,624,1
2020,11,27,627,2
2020,11,27,630,4
2020,11,27,633,3
2020,11,27,636,3
2020,11,27,639,4
2020,11,27,642,6
2020,11,27,645,4
2020,11,27,648,3
2020,11,27,651,3
2020,11,27,654,4
2020,11,27,657,6
2020,11,27,700,3
2020,11,27,703,6
2020,11,27,706,7
2020,11,27,709,8
2020,11,27,712,6
2020,11,27,715,6
2020,11,27,718,9
2020,11,27,721,7
2020,11,27,724,7
2020,11,27,727,10
2020,11,27,730,11
2020,11,27,733,12
2020,11,27,736,13
2020,11,27,739,8
2020,11,27,742,9
2020,11,27,745,10
2020,11,27,748,12
2020,11,27,751,17
2020,11,27,754,25
2020,11,27,757,22
2020,11,27,800,21
2020,11,27,803,18
2020,11,27,806,22
2020,11,27,809,25
2020,11,27,812,25
2020,11,27,815,24
2020,11,27,818,21
2020,11,27,821,18
2020,11,27,824,24
2020,11,27,827,18
2020,11,27,830,20
2020,11,27,833,22
2020,11,27,836,28
2020,11,27,839,33
2020,11,27,842,38
2020,11,27,845,27
2020,11,27,848,18
2020,11,27,851,27
2020,11,27,854,30
2020,11,27,857,30
2020,11,27,900,40
2020,11,27,903,34
2020,11,27,906,39
2020,11,27,909,45
2020,11,27,912,35
2020,11,27,915,36
2020,11,27,918,34
2020,11,27,921,35
2020,11,27,924,35
2020,11,27,927,34
2020,11,27,930,33
2020,11,27,933,31
2020,11,27,936,29
2020,11,27,939,28
2020,11,27,942,30
2020,11,27,945,36
2020,11,27,948,36
2020,11,27,951,36
2020,11,27,954,35
2020,11,27,957,30
2020,11,27,1000,26
2020,11,27,1003,31
2020,11,27,1006,35
2020,11,27,1009,37
2020,11,27,1012,34
2020,11,27,1015,31
2020,11,27,1018,31
2020,11,27,1021,37
2020,11,27,1024,32
2020,11,27,1027,36
2020,11,27,1030,29
2020,11,27,1033,31
2020,11,27,1036,33
2020,11,27,1039,34
2020,11,27,1042,32
2020,11,27,1045,35
2020,11,27,1048,39
2020,11,27,1051,40
2020,11,27,1054,41
2020,11,27,1057,35
2020,11,27,1100,42
2020,11,27,1103,34
2020,11,27,1106,44
2020,11,27,1109,41
2020,11,27,1112,41
2020,11,27,1115,40
2020,11,27,1118,50
2020,11,27,1121,50
2020,11,27,1124,55
2020,11,27,1127,53
2020,11,27,1130,53
2020,11,27,1133,58
2020,11,27,1136,62
2020,11,27,1139,57
2020,11,27,1142,57
2020,11,27,1145,62
2020,11,27,1148,55
2020,11,27,1151,48
2020,11,27,1154,59
2020,11,27,1157,59
2020,11,27,1200,65
2020,11,27,1203,69
2020,11,27,1206,67
2020,11,27,1209,85
2020,11,27,1212,93
2020,11,27,1215,102
2020,11,27,1218,115
2020,11,27,1221,126
2020,11,27,1224,133
2020,11,27,1227,132
2020,11,27,1230,138
2020,11,27,1233,139
2020,11,27,1236,152
2020,11,27,1239,132
2020,11,27,1242,126
2020,11,27,1245,135
2020,11,27,1248,129
2020,11,27,1251,130
2020,11,27,1254,122
2020,11,27,1257,114
2020,11,27,1300,111
2020,11,27,1303,108
2020,11,27,1306,102
2020,11,27,1309,109
2020,11,27,1312,114
2020,11,27,1315,122
2020,11,27,1318,107
2020,11,27,1321,90
2020,11,27,1324,81
2020,11,27,1327,80
2020,11,27,1330,89
2020,11,27,1333,84
2020,11,27,1336,77
2020,11,27,1339,75
2020,11,27,1342,74
2020,11,27,1345,73
2020,11,27,1348,76
2020,11,27,1351,78
2020,11,27,1354,75
2020,11,27,1357,69
2020,11,27,1400,62
2020,11,27,1403,63
2020,11,27,1406,57
2020,11,27,1409,57
2020,11,27,1412,63
2020,11,27,1415,57
2020,11,27,1418,59
2020,11,27,1421,63
2020,11,27,1424,66
2020,11,27,1427,67
2020,11,27,1430,70
2020,11,27,1433,58
2020,11,27,1436,60
2020,11,27,1439,65
2020,11,27,1442,68
2020,11,27,1445,70
2020,11,27,1448,73
2020,11,27,1451,64
2020,11,27,1454,56
2020,11,27,1457,57
2020,11,27,1500,48
2020,11,27,1503,45
2020,11,27,1506,43
2020,11,27,1509,52
2020,11,27,1512,49
2020,11,27,1515,60
2020,11,27,1518,62
2020,11,27,1521,60
2020,11,27,1524,63
2020,11,27,1527,57
2020,11,27,1530,45
2020,11,27,1533,42
2020,11,27,1536,40
2020,11,27,1539,41
2020,11,27,1542,45
2020,11,27,1545,40
2020,11,27,1548,39
2020,11,27,1551,40
2020,11,27,1554,42
2020,11,27,1557,37
2020,11,27,1600,43
2020,11,27,1603,38
2020,11,27,1606,40
2020,11,27,1609,39
2020,11,27,1612,39
2020,11,27,1615,45
2020,11,27,1618,48
2020,11,27,1621,48
2020,11,27,1624,52
2020,11,27,1627,41
2020,11,27,1630,44
2020,11,27,1633,46
2020,11,27,1636,48
2020,11,27,1639,51
2020,11,27,1642,55
2020,11,27,1645,56
2020,11,27,1648,60
2020,11,27,1651,54
2020,11,27,1654,53
2020,11,27,1657,63
2020,11,27,1700,64
2020,11,27,1703,62
2020,11,27,1706,66
2020,11,27,1709,79
2020,11,27,1712,85
2020,11,27,1715,81
2020,11,27,1718,88
2020,11,27,1721,85
2020,11,27,1724,82
2020,11,27,1727,83
2020,11,27,1730,74
2020,11,27,1733,85
2020,11,27,1736,88
2020,11,27,1739,91
2020,11,27,1742,109
2020,11,27,1745,112
2020,11,27,1748,132
2020,11,27,1751,128
2020,11,27,1754,128
2020,11,27,1757,107
2020,11,27,1800,102
2020,11,27,1803,94
2020,11,27,1806,84
2020,11,27,1809,80
2020,11,27,1812,98
2020,11,27,1815,96
2020,11,27,1818,77
2020,11,27,1821,92
2020,11,27,1824,80
2020,11,27,1827,73
2020,11,27,1830,67
2020,11,27,1833,88
2020,11,27,1836,79
2020,11,27,1839,76
2020,11,27,1842,81
2020,11,27,1845,81
2020,11,27,1848,80
2020,11,27,1851,73
2020,11,27,1854,60
2020,11,27,1857,56
2020,11,27,1900,62
2020,11,27,1903,59
2020,11,27,1906,55
2020,11,27,1909,62
2020,11,27,1912,62
2020,11,27,1915,66
2020,11,27,1918,65
2020,11,27,1921,69
2020,11,27,1924,69
2020,11,27,1927,76
2020,11,27,1930,77
2020,11,27,1933,81
2020,11,27,1936,85
2020,11,27,1939,86
2020,11,27,1942,77
2020,11,27,1945,88
2020,11,27,1948,84
2020,11,27,1951,82
2020,11,27,1954,83
2020,11,27,1957,89
2020,11,27,2000,87
2020,11,27,2003,75
2020,11,27,2006,72
2020,11,27,2009,62
2020,11,27,2012,71
2020,11,27,2015,66
2020,11,27,2018,49
2020,11,27,2021,58
2020,11,27,2024,59
2020,11,27,2027,64
2020,11,27,2030,62
2020,11,27,2033,65
2020,11,27,2036,63
2020,11,27,2039,57
2020,11,27,2042,56
2020,11,27,2045,55
2020,11,27,2048,63
2020,11,27,2051,66
2020,11,27,2054,62
2020,11,27,2057,51
2020,11,27,2100,53
2020,11,27,2103,60
2020,11,27,2106,56
2020,11,27,2109,58
2020,11,27,2112,54
2020,11,27,2115,48
2020,11,27,2118,48
2020,11,27,2121,44
2020,11,27,2124,48
2020,11,27,2127,44
2020,11,27,2130,39
2020,11,27,2133,35
2020,11,27,2136,33
2020,11,27,2139,37
2020,11,27,2142,39
2020,11,27,2145,34
2020,11,27,2148,33
2020,11,27,2151,37
2020,11,27,2154,29
2020,11,27,2157,32
2020,11,27,2200,28
2020,11,27,2203,24
2020,11,27,2206,17
2020,11,27,2209,24
2020,11,27,2212,22
2020,11,27,2215,26
2020,11,27,2218,27
2020,11,27,2221,28
2020,11,27,2224,30
2020,11,27,2227,28
2020,11,27,2230,33
2020,11,27,2233,43
2020,11,27,2236,40
2020,11,27,2239,35
2020,11,27,2242,36
2020,11,27,2245,35
2020,11,27,2248,27
2020,11,27,2251,33
2020,11,27,2254,35
2020,11,27,2257,35
2020,11,27,2300,36
2020,11,27,2303,27
2020,11,27,2306,28
2020,11,27,2309,29
2020,11,27,2312,32
2020,11,27,2315,38
2020,11,27,2318,32
2020,11,27,2321,31
2020,11,27,2324,29
2020,11,27,2327,36
2020,11,27,2330,34
2020,11,27,2333,31
2020,11,27,2336,35
2020,11,27,2339,34
2020,11,27,2342,35
2020,11,27,2345,33
2020,11,27,2348,30
2020,11,27,2351,29
2020,11,27,2354,26
2020,11,27,2357,24
2020,11,28,0,25
2020,11,28,3,23
2020,11,28,6,21
2020,11,28,9,17
2020,11,28,12,19
2020,11,28,15,16
2020,11,28,18,14
2020,11,28,21,12
2020,11,28,24,11
2020,11,28,27,11
2020,11,28,30,11
2020,11,28,33,13
2020,11,28,36,13
2020,11,28,39,7
2020,11,28,42,8
2020,11,28,45,8
2020,11,28,48,7
2020,11,28,51,7
2020,11,28,54,7
2020,11,28,57,6
2020,11,28,100,6
2020,11,28,103,7
2020,11,28,106,7
2020,11,28,109,7
2020,11,28,112,7
2020,11,28,115,6
2020,11,28,118,9
2020,11,28,121,7
2020,11,28,124,7
2020,11,28,127,8
2020,11,28,130,1
2020,11,28,133,1
2020,11,28,136,2
2020,11,28,139,2
2020,11,28,142,2
2020,11,28,145,2
2020,11,28,148,2
2020,11,28,151,2
2020,11,28,154,2
2020,11,28,157,3
2020,11,28,200,3
2020,11,28,203,4
2020,11,28,206,4
2020,11,28,209,4
2020,11,28,212,4
2020,11,28,215,3
2020,11,28,218,3
2020,11,28,221,3
2020,11,28,224,6
2020,11,28,227,5
2020,11,28,230,10
2020,11,28,233,9
2020,11,28,236,9
2020,11,28,239,9
2020,11,28,242,9
2020,11,28,245,8
2020,11,28,248,8
2020,11,28,251,8
2020,11,28,254,8
2020,11,28,257,9
2020,11,28,300,9
2020,11,28,303,9
2020,11,28,306,11
2020,11,28,309,10
2020,11,28,312,12
2020,11,28,315,11
2020,11,28,318,8
2020,11,28,321,8
2020,11,28,324,8
2020,11,28,327,8
2020,11,28,330,8
2020,11,28,333,8
2020,11,28,336,8
2020,11,28,339,8
2020,11,28,342,8
2020,11,28,345,8
2020,11,28,348,8
2020,11,28,351,8
2020,11,28,354,8
2020,11,28,357,8
2020,11,28,400,8
2020,11,28,403,8
2020,11,28,406,8
2020,11,28,409,8
2020,11,28,412,9
2020,11,28,415,8
2020,11,28,418,8
2020,11,28,421,8
2020,11,28,424,8
2020,11,28,427,12
2020,11,28,430,8
2020,11,28,433,8
2020,11,28,436,14
2020,11,28,439,8
2020,11,28,442,9
2020,11,28,445,8
2020,11,28,448,8
2020,11,28,451,8
2020,11,28,454,8
2020,11,28,457,1
2020,11,28,500,1
2020,11,28,503,1
2020,11,28,506,1
2020,11,28,509,1
2020,11,28,512,1
2020,11,28,515,1
2020,11,28,518,1
2020,11,28,521,1
2020,11,28,524,1
2020,11,28,527,1
2020,11,28,530,1
2020,11,28,533,1
2020,11,28,536,1
2020,11,28,539,1
2020,11,28,542,1
2020,11,28,545,1
2020,11,28,548,1
2020,11,28,551,2
2020,11,28,554,2
2020,11,28,557,2
2020,11,28,600,1
2020,11,28,603,1
2020,11,28,606,2
2020,11,28,609,2
2020,11,28,612,1
2020,11,28,615,1
2020,11,28,618,2
2020,11,28,621,4
2020,11,28,624,4
2020,11,28,627,1
2020,11,28,630,1
2020,11,28,633,2
2020,11,28,636,2
2020,11,28,639,4
2020,11,28,642,3
2020,11,28,645,4
2020,11,28,648,4
2020,11,28,651,3
2020,11,28,654,4
2020,11,28,657,3
2020,11,28,700,6
2020,11,28,703,1
2020,11,28,706,4
2020,11,28,709,6
2020,11,28,712,11
2020,11,28,715,5
2020,11,28,718,5
2020,11,28,721,5
2020,11,28,724,6
2020,11,28,727,7
2020,11,28,730,7
2020,11,28,733,5
2020,11,28,736,9
2020,11,28,739,10
2020,11,28,742,12
2020,11,28,745,9
2020,11,28,748,6
2020,11,28,751,8
2020,11,28,754,8
2020,11,28,757,8
2020,11,28,800,10
2020,11,28,803,9
2020,11,28,806,10
2020,11,28,809,8
2020,11,28,812,9
2020,11,28,815,6
2020,11,28,818,8
2020,11,28,821,14
2020,11,28,824,12
2020,11,28,827,11
2020,11,28,830,15
2020,11,28,833,18
2020,11,28,836,14
2020,11,28,839,15
2020,11,28,842,19
2020,11,28,845,22
2020,11,28,848,24
2020,11,28,851,22
2020,11,28,854,19
2020,11,28,857,17
2020,11,28,900,15
2020,11,28,903,18
2020,11,28,906,10
2020,11,28,909,14
2020,11,28,912,12
2020,11,28,915,12
2020,11,28,918,13
2020,11,28,921,16
2020,11,28,924,16
2020,11,28,927,12
2020,11,28,930,14
2020,11,28,933,10
2020,11,28,936,9
2020,11,28,939,8
2020,11,28,942,12
2020,11,28,945,12
2020,11,28,948,15
2020,11,28,951,12
2020,11,28,954,12
2020,11,28,957,9
2020,11,28,1000,16
2020,11,28,1003,9
2020,11,28,1006,11
2020,11,28,1009,12
2020,11,28,1012,14
2020,11,28,1015,12
2020,11,28,1018,16
2020,11,28,1021,14
2020,11,28,1024,13
2020,11,28,1027,14
2020,11,28,1030,20
2020,11,28,1033,22
2020,11,28,1036,17
2020,11,28,1039,17
2020,11,28,1042,16
2020,11,28,1045,17
2020,11,28,1048,20
2020,11,28,1051,18
2020,11,28,1054,18
2020,11,28,1057,17
2020,11,28,1100,17
2020,11,28,1103,20
2020,11,28,1106,23
2020,11,28,1109,22
2020,11,28,1112,23
2020,11,28,1115,24
2020,11,28,1118,21
2020,11,28,1121,19
2020,11,28,1124,21
2020,11,28,1127,30
2020,11,28,1130,30
2020,11,28,1133,30
2020,11,28,1136,30
2020,11,28,1139,31
2020,11,28,1142,25
2020,11,28,1145,33
2020,11,28,1148,35
2020,11,28,1151,37
2020,11,28,1154,40
2020,11,28,1157,36
2020,11,28,1200,39
2020,11,28,1203,41
2020,11,28,1206,46
2020,11,28,1209,59
2020,11,28,1212,63
2020,11,28,1215,56
2020,11,28,1218,64
2020,11,28,1221,62
2020,11,28,1224,71
2020,11,28,1227,66
2020,11,28,1230,70
2020,11,28,1233,81
2020,11,28,1236,80
2020,11,28,1239,70
2020,11,28,1242,63
2020,11,28,1245,68
2020,11,28,1248,72
2020,11,28,1251,76
2020,11,28,1254,88
2020,11,28,1257,80
2020,11,28,1300,82
2020,11,28,1303,80
2020,11,28,1306,79
2020,11,28,1309,71
2020,11,28,1312,77
2020,11,28,1315,76
2020,11,28,1318,74
2020,11,28,1321,78
2020,11,28,1324,73
2020,11,28,1327,69
2020,11,28,1330,78
2020,11,28,1333,81
2020,11,28,1336,74
2020,11,28,1339,63
2020,11,28,1342,70
2020,11,28,1345,66
2020,11,28,1348,66
2020,11,28,1351,68
2020,11,28,1354,70
2020,11,28,1357,65
2020,11,28,1400,64
2020,11,28,1403,61
2020,11,28,1406,53
2020,11,28,1409,52
2020,11,28,1412,58
2020,11,28,1415,56
2020,11,28,1418,63
2020,11,28,1421,59
2020,11,28,1424,55
2020,11,28,1427,56
2020,11,28,1430,54
2020,11,28,1433,56
2020,11,28,1436,55
2020,11,28,1439,59
2020,11,28,1442,57
2020,11,28,1445,46
2020,11,28,1448,45
2020,11,28,1451,36
2020,11,28,1454,33
2020,11,28,1457,37
2020,11,28,1500,40
2020,11,28,1503,38
2020,11,28,1506,38
2020,11,28,1509,33
2020,11,28,1512,29
2020,11,28,1515,43
2020,11,28,1518,32
2020,11,28,1521,27
2020,11,28,1524,31
2020,11,28,1527,33
2020,11,28,1530,38
2020,11,28,1533,38
2020,11,28,1536,39
2020,11,28,1539,39
2020,11,28,1542,35
2020,11,28,1545,38
2020,11,28,1548,35
2020,11,28,1551,36
2020,11,28,1554,37
2020,11,28,1557,40
2020,11,28,1600,43
2020,11,28,1603,42
2020,11,28,1606,39
2020,11,28,1609,41
2020,11,28,1612,39
2020,11,28,1615,35
2020,11,28,1618,38
2020,11,28,1621,31
2020,11,28,1624,34
2020,11,28,1627,31
2020,11,28,1630,36
2020,11,28,1633,35
2020,11,28,1636,34
2020,11,28,1639,35
2020,11,28,1642,34
2020,11,28,1645,36
2020,11,28,1648,32
2020,11,28,1651,34
2020,11,28,1654,38
2020,11,28,1657,39
2020,11,28,1700,38
2020,11,28,1703,35
2020,11,28,1706,35
2020,11,28,1709,41
2020,11,28,1712,34
2020,11,28,1715,33
2020,11,28,1718,43
2020,11,28,1721,45
2020,11,28,1724,53
2020,11,28,1727,56
2020,11,28,1730,50
2020,11,28,1733,51
2020,11,28,1736,57
2020,11,28,1739,62
2020,11,28,1742,69
2020,11,28,1745,72
2020,11,28,1748,74
2020,11,28,1751,66
2020,11,28,1754,52
2020,11,28,1757,62
2020,11,28,1800,69
2020,11,28,1803,81
2020,11,28,1806,85
2020,11,28,1809,88
2020,11,28,1812,87
2020,11,28,1815,87
2020,11,28,1818,87
2020,11,28,1821,91
2020,11,28,1824,102
2020,11,28,1827,110
2020,11,28,1830,111
2020,11,28,1833,106
2020,11,28,1836,98
2020,11,28,1839,101
2020,11,28,1842,87
2020,11,28,1845,81
2020,11,28,1848,79
2020,11,28,1851,69
2020,11,28,1854,74
2020,11,28,1857,80
2020,11,28,1900,86
2020,11,28,1903,82
2020,11,28,1906,76
2020,11,28,1909,86
2020,11,28,1912,89
2020,11,28,1915,89
2020,11,28,1918,88
2020,11,28,1921,81
2020,11,28,1924,91
2020,11,28,1927,84
2020,11,28,1930,76
2020,11,28,1933,78
2020,11,28,1936,68
2020,11,28,1939,60
2020,11,28,1942,62
2020,11,28,1945,59
2020,11,28,1948,60
2020,11,28,1951,59
2020,11,28,1954,55
2020,11,28,1957,56
2020,11,28,2000,55
